,season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId,coordinates
9382,Spring 2018,CR-Worcester,Framingham/Worcester Line,522,1,day_type_01,weekday,2018/01/01 23:24:00+00,Boston Landing,15,5.0,4.0,71.0,9383,"(-1, -1)"
9383,Spring 2018,CR-Worcester,Framingham/Worcester Line,530,1,day_type_01,weekday,2018/01/02 02:55:00+00,Wellesley Square,9,1.0,0.0,12.0,9384,"(-1, -1)"
9384,Spring 2018,CR-Worcester,Framingham/Worcester Line,500,1,day_type_01,weekday,2018/01/01 10:41:00+00,Wellesley Square,9,12.0,3.0,129.0,9385,"(-1, -1)"
9385,Spring 2018,CR-Worcester,Framingham/Worcester Line,522,1,day_type_01,weekday,2018/01/01 23:29:00+00,Yawkey,16,2.0,7.0,66.0,9386,"(-1, -1)"
9386,Spring 2018,CR-Worcester,Framingham/Worcester Line,530,1,day_type_01,weekday,2018/01/02 02:59:00+00,Wellesley Hills,10,1.0,0.0,13.0,9387,"(42.3130588, -71.2738201)"
9387,Spring 2018,CR-Worcester,Framingham/Worcester Line,522,1,day_type_01,weekday,2018/01/01 23:34:00+00,Back Bay,17,3.0,31.0,38.0,9388,"(42.3507067, -71.0797297)"
9388,Spring 2018,CR-Worcester,Framingham/Worcester Line,500,1,day_type_01,weekday,2018/01/01 10:45:00+00,Wellesley Hills,10,11.0,0.0,140.0,9389,"(42.3130588, -71.2738201)"
9389,Spring 2018,CR-Worcester,Framingham/Worcester Line,516,1,day_type_01,weekday,2018/01/01 17:18:00+00,Grafton,2,7.0,0.0,46.0,9390,"(42.2063399, -71.6853877)"
9391,Spring 2018,CR-Worcester,Framingham/Worcester Line,530,1,day_type_01,weekday,2018/01/02 03:02:00+00,Wellesley Farms,11,0.0,0.0,13.0,9392,"(42.3195413, -71.2689452)"
9392,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 12:37:00+00,Grafton,2,89.0,0.0,145.0,9393,"(42.2063399, -71.6853877)"
9393,Spring 2018,CR-Worcester,Framingham/Worcester Line,530,1,day_type_01,weekday,2018/01/02 03:12:00+00,Boston Landing,15,1.0,1.0,13.0,9394,"(-1, -1)"
9394,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 12:41:00+00,Westborough,3,136.0,3.0,278.0,9395,"(42.2694308, -71.6129907)"
9395,Spring 2018,CR-Worcester,Framingham/Worcester Line,530,1,day_type_01,weekday,2018/01/02 03:17:00+00,Yawkey,16,0.0,1.0,12.0,9396,"(-1, -1)"
9396,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 12:50:00+00,Southborough,4,46.0,2.0,322.0,9397,"(42.3056501, -71.5245087)"
9397,Spring 2018,CR-Worcester,Framingham/Worcester Line,530,1,day_type_01,weekday,2018/01/02 03:22:00+00,Back Bay,17,0.0,3.0,9.0,9398,"(42.3507067, -71.0797297)"
9398,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 12:54:00+00,Ashland,5,196.0,0.0,518.0,9399,"(42.2606614, -71.4641337)"
9400,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 13:05:00+00,Framingham,6,100.0,8.0,610.0,9401,"(42.2773177, -71.4165905)"
9402,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 13:10:00+00,West Natick,7,97.0,4.0,703.0,9403,"(42.2778741, -71.3786708)"
9403,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 02:48:00+00,Grafton,2,0.0,0.0,3.0,9404,"(42.2063399, -71.6853877)"
9404,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 13:15:00+00,Natick Center,8,78.0,7.0,774.0,9405,"(-1, -1)"
9405,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 13:20:00+00,Wellesley Square,9,57.0,3.0,828.0,9406,"(-1, -1)"
9406,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 13:24:00+00,Wellesley Hills,10,25.0,1.0,852.0,9407,"(42.3130588, -71.2738201)"
9407,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 13:27:00+00,Wellesley Farms,11,19.0,0.0,871.0,9408,"(42.3195413, -71.2689452)"
9408,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 13:39:00+00,Boston Landing,15,66.0,17.0,920.0,9409,"(-1, -1)"
9409,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 13:44:00+00,Yawkey,16,9.0,74.0,855.0,9410,"(-1, -1)"
9410,Spring 2018,CR-Worcester,Framingham/Worcester Line,510,1,day_type_01,weekday,2018/01/01 13:49:00+00,Back Bay,17,0.0,224.0,631.0,9411,"(42.3507067, -71.0797297)"
9413,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 14:03:00+00,Grafton,2,24.0,0.0,98.0,9414,"(42.2063399, -71.6853877)"
9414,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 14:07:00+00,Westborough,3,32.0,3.0,127.0,9415,"(42.2694308, -71.6129907)"
9415,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 14:16:00+00,Southborough,4,22.0,0.0,149.0,9416,"(42.3056501, -71.5245087)"
9416,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 14:20:00+00,Ashland,5,29.0,2.0,176.0,9417,"(42.2606614, -71.4641337)"
9417,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 14:31:00+00,Framingham,6,34.0,0.0,210.0,9418,"(42.2773177, -71.4165905)"
9418,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 14:36:00+00,West Natick,7,29.0,0.0,239.0,9419,"(42.2778741, -71.3786708)"
9419,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 14:41:00+00,Natick Center,8,25.0,2.0,262.0,9420,"(-1, -1)"
9420,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 14:46:00+00,Wellesley Square,9,32.0,7.0,287.0,9421,"(-1, -1)"
9421,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 14:50:00+00,Wellesley Hills,10,17.0,3.0,301.0,9422,"(42.3130588, -71.2738201)"
9422,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 14:53:00+00,Wellesley Farms,11,8.0,0.0,309.0,9423,"(42.3195413, -71.2689452)"
9423,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 14:58:00+00,Auburndale,12,11.0,0.0,320.0,9424,"(42.3479005, -71.2471089)"
9424,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 15:01:00+00,West Newton,13,3.0,0.0,323.0,9425,"(42.3494151, -71.2262454)"
9425,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 15:04:00+00,Newtonville,14,24.0,4.0,343.0,9426,"(42.3506004, -71.2069963)"
9426,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 15:09:00+00,Boston Landing,15,12.0,6.0,349.0,9427,"(-1, -1)"
9427,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 15:14:00+00,Yawkey,16,8.0,101.0,256.0,9428,"(-1, -1)"
9428,Spring 2018,CR-Worcester,Framingham/Worcester Line,512,1,day_type_01,weekday,2018/01/01 15:19:00+00,Back Bay,17,0.0,113.0,143.0,9429,"(42.3507067, -71.0797297)"
9431,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 15:48:00+00,Grafton,2,9.0,0.0,63.0,9432,"(42.2063399, -71.6853877)"
9432,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 15:52:00+00,Westborough,3,7.0,1.0,69.0,9433,"(42.2694308, -71.6129907)"
9433,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 16:01:00+00,Southborough,4,7.0,0.0,76.0,9434,"(42.3056501, -71.5245087)"
9434,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 16:05:00+00,Ashland,5,9.0,1.0,84.0,9435,"(42.2606614, -71.4641337)"
9435,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 16:16:00+00,Framingham,6,22.0,7.0,99.0,9436,"(42.2773177, -71.4165905)"
9436,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 16:21:00+00,West Natick,7,11.0,0.0,110.0,9437,"(42.2778741, -71.3786708)"
9437,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 16:26:00+00,Natick Center,8,10.0,2.0,118.0,9438,"(-1, -1)"
9438,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 16:30:00+00,Wellesley Square,9,16.0,1.0,133.0,9439,"(-1, -1)"
9439,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 16:34:00+00,Wellesley Hills,10,16.0,0.0,149.0,9440,"(42.3130588, -71.2738201)"
9440,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 16:37:00+00,Wellesley Farms,11,1.0,0.0,150.0,9441,"(42.3195413, -71.2689452)"
9441,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 16:42:00+00,Auburndale,12,2.0,0.0,152.0,9442,"(42.3479005, -71.2471089)"
9442,Spring 2018,CR-Worcester,Framingham/Worcester Line,514,1,day_type_01,weekday,2018/01/01 16:45:00+00,West Newton,13,4.0,0.0,156.0,9443,"(42.3494151, -71.2262454)"
9444,Spring 2018,CR-Worcester,Framingham/Worcester Line,500,1,day_type_01,weekday,2018/01/01 10:48:00+00,Wellesley Farms,11,5.0,9.0,136.0,9445,"(42.3195413, -71.2689452)"
9445,Spring 2018,CR-Worcester,Framingham/Worcester Line,516,1,day_type_01,weekday,2018/01/01 17:22:00+00,Westborough,3,9.0,0.0,55.0,9446,"(42.2694308, -71.6129907)"
9446,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 02:52:00+00,Westborough,3,1.0,0.0,4.0,9447,"(42.2694308, -71.6129907)"
9447,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 03:01:00+00,Southborough,4,2.0,0.0,6.0,9448,"(42.3056501, -71.5245087)"
9448,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 03:05:00+00,Ashland,5,1.0,0.0,7.0,9449,"(42.2606614, -71.4641337)"
9449,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 03:16:00+00,Framingham,6,2.0,0.0,9.0,9450,"(42.2773177, -71.4165905)"
9450,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 03:21:00+00,West Natick,7,0.0,0.0,9.0,9451,"(42.2778741, -71.3786708)"
9451,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 03:26:00+00,Natick Center,8,1.0,0.0,10.0,9452,"(-1, -1)"
9452,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 03:30:00+00,Wellesley Square,9,0.0,1.0,9.0,9453,"(-1, -1)"
9453,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 03:34:00+00,Wellesley Hills,10,0.0,0.0,9.0,9454,"(42.3130588, -71.2738201)"
9454,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 03:37:00+00,Wellesley Farms,11,0.0,0.0,9.0,9455,"(42.3195413, -71.2689452)"
9455,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 03:47:00+00,Boston Landing,15,1.0,1.0,9.0,9456,"(-1, -1)"
9456,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 03:52:00+00,Yawkey,16,1.0,0.0,10.0,9457,"(-1, -1)"
9458,Spring 2018,CR-Worcester,Framingham/Worcester Line,532,1,day_type_01,weekday,2018/01/02 03:57:00+00,Back Bay,17,0.0,4.0,6.0,9459,"(42.3507067, -71.0797297)"
9459,Spring 2018,CR-Worcester,Framingham/Worcester Line,524,1,day_type_01,weekday,2018/01/01 23:18:00+00,Grafton,2,3.0,1.0,38.0,9460,"(42.2063399, -71.6853877)"
9461,Spring 2018,CR-Worcester,Framingham/Worcester Line,524,1,day_type_01,weekday,2018/01/01 23:22:00+00,Westborough,3,2.0,0.0,40.0,9462,"(42.2694308, -71.6129907)"
9463,Spring 2018,CR-Worcester,Framingham/Worcester Line,524,1,day_type_01,weekday,2018/01/01 23:31:00+00,Southborough,4,2.0,0.0,42.0,9464,"(42.3056501, -71.5245087)"
9464,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 04:33:00+00,Grafton,2,0.0,0.0,6.0,9465,"(42.2063399, -71.6853877)"
9465,Spring 2018,CR-Worcester,Framingham/Worcester Line,524,1,day_type_01,weekday,2018/01/01 23:35:00+00,Ashland,5,0.0,0.0,42.0,9466,"(42.2606614, -71.4641337)"
9466,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 04:37:00+00,Westborough,3,0.0,0.0,6.0,9467,"(42.2694308, -71.6129907)"
9467,Spring 2018,CR-Worcester,Framingham/Worcester Line,524,1,day_type_01,weekday,2018/01/01 23:46:00+00,Framingham,6,2.0,0.0,44.0,9468,"(42.2773177, -71.4165905)"
9468,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 04:46:00+00,Southborough,4,0.0,1.0,5.0,9469,"(42.3056501, -71.5245087)"
9469,Spring 2018,CR-Worcester,Framingham/Worcester Line,524,1,day_type_01,weekday,2018/01/01 23:51:00+00,West Natick,7,6.0,2.0,48.0,9470,"(42.2778741, -71.3786708)"
9470,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 04:50:00+00,Ashland,5,1.0,0.0,6.0,9471,"(42.2606614, -71.4641337)"
9471,Spring 2018,CR-Worcester,Framingham/Worcester Line,524,1,day_type_01,weekday,2018/01/02 00:09:00+00,Boston Landing,15,0.0,4.0,44.0,9472,"(-1, -1)"
9472,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:01:00+00,Framingham,6,0.0,3.0,3.0,9473,"(42.2773177, -71.4165905)"
9473,Spring 2018,CR-Worcester,Framingham/Worcester Line,500,1,day_type_01,weekday,2018/01/01 10:53:00+00,Auburndale,12,5.0,3.0,138.0,9474,"(42.3479005, -71.2471089)"
9474,Spring 2018,CR-Worcester,Framingham/Worcester Line,524,1,day_type_01,weekday,2018/01/02 00:14:00+00,Yawkey,16,2.0,6.0,40.0,9475,"(-1, -1)"
9475,Spring 2018,CR-Worcester,Framingham/Worcester Line,516,1,day_type_01,weekday,2018/01/01 17:31:00+00,Southborough,4,5.0,0.0,60.0,9476,"(42.3056501, -71.5245087)"
9476,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:06:00+00,West Natick,7,0.0,0.0,3.0,9477,"(42.2778741, -71.3786708)"
9477,Spring 2018,CR-Worcester,Framingham/Worcester Line,516,1,day_type_01,weekday,2018/01/01 17:35:00+00,Ashland,5,5.0,0.0,65.0,9478,"(42.2606614, -71.4641337)"
9478,Spring 2018,CR-Worcester,Framingham/Worcester Line,524,1,day_type_01,weekday,2018/01/02 00:19:00+00,Back Bay,17,5.0,13.0,32.0,9479,"(42.3507067, -71.0797297)"
9479,Spring 2018,CR-Worcester,Framingham/Worcester Line,500,1,day_type_01,weekday,2018/01/01 10:56:00+00,West Newton,13,2.0,1.0,139.0,9480,"(42.3494151, -71.2262454)"
9480,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:11:00+00,Natick Center,8,0.0,0.0,3.0,9481,"(-1, -1)"
9481,Spring 2018,CR-Worcester,Framingham/Worcester Line,500,1,day_type_01,weekday,2018/01/01 10:59:00+00,Newtonville,14,13.0,1.0,151.0,9482,"(42.3506004, -71.2069963)"
9483,Spring 2018,CR-Worcester,Framingham/Worcester Line,516,1,day_type_01,weekday,2018/01/01 17:46:00+00,Framingham,6,25.0,3.0,87.0,9484,"(42.2773177, -71.4165905)"
9484,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:15:00+00,Wellesley Square,9,0.0,0.0,3.0,9485,"(-1, -1)"
9485,Spring 2018,CR-Worcester,Framingham/Worcester Line,500,1,day_type_01,weekday,2018/01/01 11:07:00+00,Yawkey,16,0.0,15.0,136.0,9486,"(-1, -1)"
9487,Spring 2018,CR-Worcester,Framingham/Worcester Line,516,1,day_type_01,weekday,2018/01/01 17:51:00+00,West Natick,7,10.0,0.0,97.0,9488,"(42.2778741, -71.3786708)"
9488,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:19:00+00,Wellesley Hills,10,0.0,0.0,3.0,9489,"(42.3130588, -71.2738201)"
9489,Spring 2018,CR-Worcester,Framingham/Worcester Line,500,1,day_type_01,weekday,2018/01/01 11:12:00+00,Back Bay,17,0.0,99.0,37.0,9490,"(42.3507067, -71.0797297)"
9490,Spring 2018,CR-Worcester,Framingham/Worcester Line,526,1,day_type_01,weekday,2018/01/02 00:33:00+00,Grafton,2,0.0,0.0,20.0,9491,"(42.2063399, -71.6853877)"
9491,Spring 2018,CR-Worcester,Framingham/Worcester Line,516,1,day_type_01,weekday,2018/01/01 17:56:00+00,Natick Center,8,10.0,4.0,103.0,9492,"(-1, -1)"
9492,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:22:00+00,Wellesley Farms,11,0.0,0.0,3.0,9493,"(42.3195413, -71.2689452)"
9495,Spring 2018,CR-Worcester,Framingham/Worcester Line,502,1,day_type_01,weekday,2018/01/01 10:28:00+00,Grafton,2,29.0,1.0,96.0,9496,"(42.2063399, -71.6853877)"
9496,Spring 2018,CR-Worcester,Framingham/Worcester Line,502,1,day_type_01,weekday,2018/01/01 10:32:00+00,Westborough,3,33.0,1.0,128.0,9497,"(42.2694308, -71.6129907)"
9497,Spring 2018,CR-Worcester,Framingham/Worcester Line,502,1,day_type_01,weekday,2018/01/01 10:41:00+00,Southborough,4,35.0,1.0,162.0,9498,"(42.3056501, -71.5245087)"
9498,Spring 2018,CR-Worcester,Framingham/Worcester Line,502,1,day_type_01,weekday,2018/01/01 10:45:00+00,Ashland,5,76.0,0.0,238.0,9499,"(42.2606614, -71.4641337)"
9499,Spring 2018,CR-Worcester,Framingham/Worcester Line,502,1,day_type_01,weekday,2018/01/01 10:56:00+00,Framingham,6,29.0,5.0,262.0,9500,"(42.2773177, -71.4165905)"
9500,Spring 2018,CR-Worcester,Framingham/Worcester Line,502,1,day_type_01,weekday,2018/01/01 11:01:00+00,West Natick,7,68.0,0.0,330.0,9501,"(42.2778741, -71.3786708)"
9501,Spring 2018,CR-Worcester,Framingham/Worcester Line,502,1,day_type_01,weekday,2018/01/01 11:05:00+00,Natick Center,8,38.0,2.0,366.0,9502,"(-1, -1)"
9502,Spring 2018,CR-Worcester,Framingham/Worcester Line,502,1,day_type_01,weekday,2018/01/01 11:24:00+00,Yawkey,16,2.0,50.0,318.0,9503,"(-1, -1)"
9503,Spring 2018,CR-Worcester,Framingham/Worcester Line,502,1,day_type_01,weekday,2018/01/01 11:29:00+00,Back Bay,17,0.0,118.0,200.0,9504,"(42.3507067, -71.0797297)"
9506,Spring 2018,CR-Worcester,Framingham/Worcester Line,504,1,day_type_01,weekday,2018/01/01 11:03:00+00,Grafton,2,94.0,0.0,202.0,9507,"(42.2063399, -71.6853877)"
9507,Spring 2018,CR-Worcester,Framingham/Worcester Line,504,1,day_type_01,weekday,2018/01/01 11:07:00+00,Westborough,3,81.0,0.0,283.0,9508,"(42.2694308, -71.6129907)"
9508,Spring 2018,CR-Worcester,Framingham/Worcester Line,504,1,day_type_01,weekday,2018/01/01 11:16:00+00,Southborough,4,67.0,1.0,349.0,9509,"(42.3056501, -71.5245087)"
9509,Spring 2018,CR-Worcester,Framingham/Worcester Line,504,1,day_type_01,weekday,2018/01/01 11:20:00+00,Ashland,5,110.0,0.0,459.0,9510,"(42.2606614, -71.4641337)"
9510,Spring 2018,CR-Worcester,Framingham/Worcester Line,504,1,day_type_01,weekday,2018/01/01 11:31:00+00,Framingham,6,82.0,5.0,536.0,9511,"(42.2773177, -71.4165905)"
9511,Spring 2018,CR-Worcester,Framingham/Worcester Line,504,1,day_type_01,weekday,2018/01/01 11:36:00+00,West Natick,7,136.0,1.0,671.0,9512,"(42.2778741, -71.3786708)"
9512,Spring 2018,CR-Worcester,Framingham/Worcester Line,504,1,day_type_01,weekday,2018/01/01 11:59:00+00,Yawkey,16,2.0,92.0,581.0,9513,"(-1, -1)"
9513,Spring 2018,CR-Worcester,Framingham/Worcester Line,504,1,day_type_01,weekday,2018/01/01 12:04:00+00,Back Bay,17,6.0,189.0,398.0,9514,"(42.3507067, -71.0797297)"
9516,Spring 2018,CR-Worcester,Framingham/Worcester Line,506,1,day_type_01,weekday,2018/01/01 11:35:00+00,Grafton,2,94.0,0.0,212.0,9517,"(42.2063399, -71.6853877)"
9517,Spring 2018,CR-Worcester,Framingham/Worcester Line,506,1,day_type_01,weekday,2018/01/01 11:39:00+00,Westborough,3,136.0,0.0,348.0,9518,"(42.2694308, -71.6129907)"
9518,Spring 2018,CR-Worcester,Framingham/Worcester Line,506,1,day_type_01,weekday,2018/01/01 11:48:00+00,Southborough,4,109.0,2.0,455.0,9519,"(42.3056501, -71.5245087)"
9519,Spring 2018,CR-Worcester,Framingham/Worcester Line,506,1,day_type_01,weekday,2018/01/01 11:52:00+00,Ashland,5,109.0,0.0,564.0,9520,"(42.2606614, -71.4641337)"
9520,Spring 2018,CR-Worcester,Framingham/Worcester Line,506,1,day_type_01,weekday,2018/01/01 12:03:00+00,Framingham,6,86.0,13.0,637.0,9521,"(42.2773177, -71.4165905)"
9521,Spring 2018,CR-Worcester,Framingham/Worcester Line,506,1,day_type_01,weekday,2018/01/01 12:08:00+00,West Natick,7,91.0,3.0,725.0,9522,"(42.2778741, -71.3786708)"
9522,Spring 2018,CR-Worcester,Framingham/Worcester Line,506,1,day_type_01,weekday,2018/01/01 12:34:00+00,Yawkey,16,7.0,79.0,653.0,9523,"(-1, -1)"
9523,Spring 2018,CR-Worcester,Framingham/Worcester Line,506,1,day_type_01,weekday,2018/01/01 12:39:00+00,Back Bay,17,1.0,222.0,432.0,9524,"(42.3507067, -71.0797297)"
9526,Spring 2018,CR-Worcester,Framingham/Worcester Line,508,1,day_type_01,weekday,2018/01/01 12:10:00+00,Grafton,2,140.0,1.0,342.0,9527,"(42.2063399, -71.6853877)"
9527,Spring 2018,CR-Worcester,Framingham/Worcester Line,508,1,day_type_01,weekday,2018/01/01 12:14:00+00,Westborough,3,267.0,1.0,608.0,9528,"(42.2694308, -71.6129907)"
9528,Spring 2018,CR-Worcester,Framingham/Worcester Line,508,1,day_type_01,weekday,2018/01/01 12:23:00+00,Southborough,4,171.0,2.0,777.0,9529,"(42.3056501, -71.5245087)"
9529,Spring 2018,CR-Worcester,Framingham/Worcester Line,508,1,day_type_01,weekday,2018/01/01 12:27:00+00,Ashland,5,242.0,0.0,1019.0,9530,"(42.2606614, -71.4641337)"
9530,Spring 2018,CR-Worcester,Framingham/Worcester Line,508,1,day_type_01,weekday,2018/01/01 12:38:00+00,Framingham,6,183.0,7.0,1195.0,9531,"(42.2773177, -71.4165905)"
9531,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:27:00+00,Auburndale,12,0.0,0.0,3.0,9532,"(42.3479005, -71.2471089)"
9532,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:30:00+00,West Newton,13,0.0,0.0,3.0,9533,"(42.3494151, -71.2262454)"
9533,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:33:00+00,Newtonville,14,0.0,0.0,3.0,9534,"(42.3506004, -71.2069963)"
9534,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:38:00+00,Boston Landing,15,0.0,0.0,3.0,9535,"(-1, -1)"
9535,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:43:00+00,Yawkey,16,0.0,0.0,3.0,9536,"(-1, -1)"
9536,Spring 2018,CR-Worcester,Framingham/Worcester Line,534,1,day_type_01,weekday,2018/01/02 05:48:00+00,Back Bay,17,0.0,1.0,2.0,9537,"(42.3507067, -71.0797297)"
9537,Spring 2018,CR-Worcester,Framingham/Worcester Line,526,1,day_type_01,weekday,2018/01/02 00:37:00+00,Westborough,3,4.0,0.0,24.0,9538,"(42.2694308, -71.6129907)"
9538,Spring 2018,CR-Worcester,Framingham/Worcester Line,526,1,day_type_01,weekday,2018/01/02 00:46:00+00,Southborough,4,1.0,3.0,22.0,9539,"(42.3056501, -71.5245087)"
9539,Spring 2018,CR-Worcester,Framingham/Worcester Line,526,1,day_type_01,weekday,2018/01/02 00:50:00+00,Ashland,5,0.0,0.0,22.0,9540,"(42.2606614, -71.4641337)"
9540,Spring 2018,CR-Worcester,Framingham/Worcester Line,526,1,day_type_01,weekday,2018/01/02 01:01:00+00,Framingham,6,9.0,4.0,27.0,9541,"(42.2773177, -71.4165905)"
9541,Spring 2018,CR-Worcester,Framingham/Worcester Line,526,1,day_type_01,weekday,2018/01/02 01:06:00+00,West Natick,7,0.0,0.0,27.0,9542,"(42.2778741, -71.3786708)"
9542,Spring 2018,CR-Worcester,Framingham/Worcester Line,526,1,day_type_01,weekday,2018/01/02 01:11:00+00,Natick Center,8,5.0,1.0,31.0,9543,"(-1, -1)"
9543,Spring 2018,CR-Worcester,Framingham/Worcester Line,526,1,day_type_01,weekday,2018/01/02 01:15:00+00,Wellesley Square,9,5.0,0.0,36.0,9544,"(-1, -1)"
9544,Spring 2018,CR-Worcester,Framingham/Worcester Line,526,1,day_type_01,weekday,2018/01/02 01:19:00+00,Wellesley Hills,10,5.0,0.0,41.0,9545,"(42.3130588, -71.2738201)"
9545,Spring 2018,CR-Worcester,Framingham/Worcester Line,526,1,day_type_01,weekday,2018/01/02 01:22:00+00,Wellesley Farms,11,0.0,0.0,41.0,9546,"(42.3195413, -71.2689452)"
