,season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId,coordinates
2898,Spring 2012,CR-Needham,Needham Line,627,0,day_type_01,weekday,2018/01/01 23:39:00+00,Forest Hills,4,1.0,4.0,264.0,2899,"(42.2967648, -71.1119963)"
2899,Spring 2012,CR-Needham,Needham Line,627,0,day_type_01,weekday,2018/01/01 23:42:00+00,Roslindale Village,5,1.0,37.0,228.0,2900,"(-1, -1)"
2900,Spring 2012,CR-Needham,Needham Line,627,0,day_type_01,weekday,2018/01/01 23:45:00+00,Bellevue,6,0.0,21.0,207.0,2901,"(42.2875981, -71.1453304)"
2901,Spring 2012,CR-Needham,Needham Line,627,0,day_type_01,weekday,2018/01/01 23:47:00+00,Highland,7,0.0,33.0,174.0,2902,"(42.2853759, -71.1567196)"
2902,Spring 2012,CR-Needham,Needham Line,627,0,day_type_01,weekday,2018/01/01 23:49:00+00,West Roxbury,8,0.0,37.0,137.0,2903,"(42.2792649, -71.1494972)"
2903,Spring 2012,CR-Needham,Needham Line,627,0,day_type_01,weekday,2018/01/01 23:54:00+00,Hersey,9,0.0,56.0,81.0,2904,"(-1, -1)"
2904,Spring 2012,CR-Needham,Needham Line,627,0,day_type_01,weekday,2018/01/01 23:57:00+00,Needham Junction,10,0.0,33.0,48.0,2905,"(42.27232, -71.2453332)"
2905,Spring 2012,CR-Needham,Needham Line,627,0,day_type_01,weekday,2018/01/02 00:01:00+00,Needham Center,11,0.0,17.0,31.0,2906,"(-1, -1)"
2908,Spring 2012,CR-Needham,Needham Line,629,0,day_type_01,weekday,2018/01/02 00:15:00+00,Back Bay,2,35.0,3.0,160.0,2909,"(42.3507067, -71.0797297)"
2909,Spring 2012,CR-Needham,Needham Line,629,0,day_type_01,weekday,2018/01/02 00:19:00+00,Ruggles,3,17.0,3.0,174.0,2910,"(-1, -1)"
2910,Spring 2012,CR-Needham,Needham Line,629,0,day_type_01,weekday,2018/01/02 00:24:00+00,Forest Hills,4,0.0,4.0,170.0,2911,"(42.2967648, -71.1119963)"
2911,Spring 2012,CR-Needham,Needham Line,629,0,day_type_01,weekday,2018/01/02 00:27:00+00,Roslindale Village,5,0.0,19.0,151.0,2912,"(-1, -1)"
2912,Spring 2012,CR-Needham,Needham Line,629,0,day_type_01,weekday,2018/01/02 00:30:00+00,Bellevue,6,0.0,23.0,128.0,2913,"(42.2875981, -71.1453304)"
2913,Spring 2012,CR-Needham,Needham Line,629,0,day_type_01,weekday,2018/01/02 00:32:00+00,Highland,7,0.0,25.0,103.0,2914,"(42.2853759, -71.1567196)"
2914,Spring 2012,CR-Needham,Needham Line,629,0,day_type_01,weekday,2018/01/02 00:34:00+00,West Roxbury,8,0.0,19.0,84.0,2915,"(42.2792649, -71.1494972)"
2915,Spring 2012,CR-Needham,Needham Line,629,0,day_type_01,weekday,2018/01/02 00:39:00+00,Hersey,9,0.0,16.0,68.0,2916,"(-1, -1)"
2916,Spring 2012,CR-Needham,Needham Line,629,0,day_type_01,weekday,2018/01/02 00:42:00+00,Needham Junction,10,0.0,28.0,40.0,2917,"(42.27232, -71.2453332)"
2917,Spring 2012,CR-Needham,Needham Line,629,0,day_type_01,weekday,2018/01/02 00:46:00+00,Needham Center,11,0.0,18.0,22.0,2918,"(-1, -1)"
2920,Spring 2012,CR-Needham,Needham Line,631,0,day_type_01,weekday,2018/01/02 01:15:00+00,Back Bay,2,32.0,1.0,94.0,2921,"(42.3507067, -71.0797297)"
2921,Spring 2012,CR-Needham,Needham Line,631,0,day_type_01,weekday,2018/01/02 01:18:00+00,Ruggles,3,12.0,0.0,106.0,2922,"(-1, -1)"
2922,Spring 2012,CR-Needham,Needham Line,631,0,day_type_01,weekday,2018/01/02 01:23:00+00,Forest Hills,4,0.0,3.0,103.0,2923,"(42.2967648, -71.1119963)"
2923,Spring 2012,CR-Needham,Needham Line,631,0,day_type_01,weekday,2018/01/02 01:26:00+00,Roslindale Village,5,0.0,10.0,93.0,2924,"(-1, -1)"
2924,Spring 2012,CR-Needham,Needham Line,631,0,day_type_01,weekday,2018/01/02 01:29:00+00,Bellevue,6,0.0,10.0,83.0,2925,"(42.2875981, -71.1453304)"
2925,Spring 2012,CR-Needham,Needham Line,631,0,day_type_01,weekday,2018/01/02 01:31:00+00,Highland,7,0.0,16.0,67.0,2926,"(42.2853759, -71.1567196)"
2926,Spring 2012,CR-Needham,Needham Line,631,0,day_type_01,weekday,2018/01/02 01:33:00+00,West Roxbury,8,1.0,12.0,56.0,2927,"(42.2792649, -71.1494972)"
2927,Spring 2012,CR-Needham,Needham Line,631,0,day_type_01,weekday,2018/01/02 01:38:00+00,Hersey,9,0.0,22.0,34.0,2928,"(-1, -1)"
2928,Spring 2012,CR-Needham,Needham Line,631,0,day_type_01,weekday,2018/01/02 01:41:00+00,Needham Junction,10,0.0,14.0,20.0,2929,"(42.27232, -71.2453332)"
2929,Spring 2012,CR-Needham,Needham Line,631,0,day_type_01,weekday,2018/01/02 01:45:00+00,Needham Center,11,0.0,6.0,14.0,2930,"(-1, -1)"
2932,Spring 2012,CR-Needham,Needham Line,633,0,day_type_01,weekday,2018/01/02 02:20:00+00,Back Bay,2,18.0,0.0,53.0,2933,"(42.3507067, -71.0797297)"
2933,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,126,1,day_type_01,weekday,2018/01/01 21:56:00+00,Chelsea,18,6.0,7.0,33.0,2934,"(42.3917638, -71.0328284)"
2934,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,108,1,day_type_01,weekday,2018/01/01 12:04:00+00,Manchester,4,41.0,1.0,157.0,2935,"(42.577873, -70.7689354)"
2936,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,108,1,day_type_01,weekday,2018/01/01 12:08:00+00,Beverly Farms,5,37.0,1.0,193.0,2937,"(42.5639842, -70.8106029)"
2938,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,108,1,day_type_01,weekday,2018/01/01 12:11:00+00,Prides Crossing,6,6.0,1.0,198.0,2939,"(42.5598175, -70.8244921)"
2939,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,130,1,day_type_01,weekday,2018/01/01 22:33:00+00,Gloucester,2,15.0,1.0,17.0,2940,"(42.6159286, -70.6619888)"
2941,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,108,1,day_type_01,weekday,2018/01/01 12:16:00+00,Montserrat,7,66.0,1.0,263.0,2942,"(42.5625951, -70.8661599)"
2942,Spring 2012,CR-Needham,Needham Line,617,0,day_type_01,weekday,2018/01/01 20:05:00+00,Back Bay,2,39.0,1.0,89.0,2943,"(42.3507067, -71.0797297)"
2943,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,108,1,day_type_01,weekday,2018/01/01 12:20:00+00,Beverly,13,186.0,2.0,447.0,2944,"(42.5584284, -70.8800491)"
2944,Spring 2012,CR-Needham,Needham Line,617,0,day_type_01,weekday,2018/01/01 20:08:00+00,Ruggles,3,65.0,1.0,153.0,2945,"(-1, -1)"
2945,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,108,1,day_type_01,weekday,2018/01/01 12:25:00+00,Salem,14,396.0,9.0,834.0,2946,"(42.5195292, -70.8967226)"
2946,Spring 2012,CR-Needham,Needham Line,617,0,day_type_01,weekday,2018/01/01 20:13:00+00,Forest Hills,4,1.0,8.0,146.0,2947,"(42.2967648, -71.1119963)"
2947,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,130,1,day_type_01,weekday,2018/01/01 22:38:00+00,West Gloucester,3,0.0,1.0,16.0,2948,"(42.6134284, -70.7106011)"
2949,Spring 2012,CR-Needham,Needham Line,617,0,day_type_01,weekday,2018/01/01 20:16:00+00,Roslindale Village,5,0.0,17.0,129.0,2950,"(-1, -1)"
2950,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,130,1,day_type_01,weekday,2018/01/01 22:44:00+00,Manchester,4,3.0,2.0,17.0,2951,"(42.577873, -70.7689354)"
2952,Spring 2012,CR-Needham,Needham Line,617,0,day_type_01,weekday,2018/01/01 20:18:00+00,Bellevue,6,0.0,15.0,114.0,2953,"(42.2875981, -71.1453304)"
2953,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,130,1,day_type_01,weekday,2018/01/01 22:49:00+00,Beverly Farms,5,2.0,0.0,19.0,2954,"(42.5639842, -70.8106029)"
2954,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,110,1,day_type_01,weekday,2018/01/01 12:33:00+00,Gloucester,2,84.0,0.0,125.0,2955,"(42.6159286, -70.6619888)"
2955,Spring 2012,CR-Needham,Needham Line,617,0,day_type_01,weekday,2018/01/01 20:20:00+00,Highland,7,0.0,41.0,73.0,2956,"(42.2853759, -71.1567196)"
2956,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,130,1,day_type_01,weekday,2018/01/01 22:55:00+00,Montserrat,7,0.0,0.0,19.0,2957,"(42.5625951, -70.8661599)"
2957,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,110,1,day_type_01,weekday,2018/01/01 12:38:00+00,West Gloucester,3,16.0,0.0,141.0,2958,"(42.6134284, -70.7106011)"
2958,Spring 2012,CR-Needham,Needham Line,617,0,day_type_01,weekday,2018/01/01 20:22:00+00,West Roxbury,8,4.0,28.0,49.0,2959,"(42.2792649, -71.1494972)"
2959,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,130,1,day_type_01,weekday,2018/01/01 22:59:00+00,Beverly,13,15.0,6.0,28.0,2960,"(42.5584284, -70.8800491)"
2960,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,110,1,day_type_01,weekday,2018/01/01 12:44:00+00,Manchester,4,41.0,3.0,179.0,2961,"(42.577873, -70.7689354)"
2961,Spring 2012,CR-Needham,Needham Line,617,0,day_type_01,weekday,2018/01/01 20:27:00+00,Hersey,9,0.0,16.0,33.0,2962,"(-1, -1)"
2962,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,130,1,day_type_01,weekday,2018/01/01 23:04:00+00,Salem,14,15.0,3.0,40.0,2963,"(42.5195292, -70.8967226)"
2963,Spring 2012,CR-Needham,Needham Line,617,0,day_type_01,weekday,2018/01/01 20:30:00+00,Needham Junction,10,0.0,14.0,19.0,2964,"(42.27232, -71.2453332)"
2964,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,110,1,day_type_01,weekday,2018/01/01 12:49:00+00,Beverly Farms,5,37.0,1.0,215.0,2965,"(42.5639842, -70.8106029)"
2965,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,110,1,day_type_01,weekday,2018/01/01 12:51:00+00,Prides Crossing,6,5.0,0.0,220.0,2966,"(42.5598175, -70.8244921)"
2966,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,110,1,day_type_01,weekday,2018/01/01 12:56:00+00,Montserrat,7,64.0,3.0,281.0,2967,"(42.5625951, -70.8661599)"
2967,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,110,1,day_type_01,weekday,2018/01/01 13:01:00+00,Beverly,13,136.0,11.0,406.0,2968,"(42.5584284, -70.8800491)"
2968,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,110,1,day_type_01,weekday,2018/01/01 13:06:00+00,Salem,14,142.0,13.0,535.0,2969,"(42.5195292, -70.8967226)"
2971,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,114,1,day_type_01,weekday,2018/01/01 14:18:00+00,Gloucester,2,22.0,1.0,39.0,2972,"(42.6159286, -70.6619888)"
2972,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,114,1,day_type_01,weekday,2018/01/01 14:23:00+00,West Gloucester,3,11.0,0.0,50.0,2973,"(42.6134284, -70.7106011)"
2973,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,114,1,day_type_01,weekday,2018/01/01 14:29:00+00,Manchester,4,19.0,0.0,69.0,2974,"(42.577873, -70.7689354)"
2974,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,114,1,day_type_01,weekday,2018/01/01 14:34:00+00,Beverly Farms,5,10.0,2.0,77.0,2975,"(42.5639842, -70.8106029)"
2975,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,114,1,day_type_01,weekday,2018/01/01 14:40:00+00,Montserrat,7,15.0,1.0,91.0,2976,"(42.5625951, -70.8661599)"
2976,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,114,1,day_type_01,weekday,2018/01/01 14:44:00+00,Beverly,13,9.0,3.0,97.0,2977,"(42.5584284, -70.8800491)"
2977,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,114,1,day_type_01,weekday,2018/01/01 14:48:00+00,Salem,14,10.0,0.0,107.0,2978,"(42.5195292, -70.8967226)"
2978,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,114,1,day_type_01,weekday,2018/01/01 14:55:00+00,Swampscott,15,6.0,2.0,111.0,2979,"(42.4699241, -70.9171507)"
2979,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,114,1,day_type_01,weekday,2018/01/01 14:58:00+00,Lynn,16,9.0,1.0,119.0,2980,"(42.466763, -70.9494939)"
2980,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,114,1,day_type_01,weekday,2018/01/01 15:06:00+00,Chelsea,18,8.0,0.0,127.0,2981,"(42.3917638, -71.0328284)"
2983,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,116,1,day_type_01,weekday,2018/01/01 15:13:00+00,Gloucester,2,22.0,0.0,30.0,2984,"(42.6159286, -70.6619888)"
2984,Spring 2012,CR-Needham,Needham Line,617,0,day_type_01,weekday,2018/01/01 20:34:00+00,Needham Center,11,0.0,12.0,7.0,2985,"(-1, -1)"
2985,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,116,1,day_type_01,weekday,2018/01/01 15:18:00+00,West Gloucester,3,1.0,0.0,31.0,2986,"(42.6134284, -70.7106011)"
2987,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,130,1,day_type_01,weekday,2018/01/01 23:11:00+00,Swampscott,15,0.0,6.0,34.0,2988,"(42.4699241, -70.9171507)"
2988,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,116,1,day_type_01,weekday,2018/01/01 15:24:00+00,Manchester,4,8.0,0.0,39.0,2989,"(42.577873, -70.7689354)"
2989,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,130,1,day_type_01,weekday,2018/01/01 23:14:00+00,Lynn,16,4.0,9.0,29.0,2990,"(42.466763, -70.9494939)"
2991,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,116,1,day_type_01,weekday,2018/01/01 15:29:00+00,Beverly Farms,5,3.0,0.0,42.0,2992,"(42.5639842, -70.8106029)"
2992,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,130,1,day_type_01,weekday,2018/01/01 23:17:00+00,River Works / GE Employees Only,17,1.0,0.0,30.0,2993,"(-1, -1)"
2993,Spring 2012,CR-Needham,Needham Line,619,0,day_type_01,weekday,2018/01/01 21:05:00+00,Back Bay,2,92.0,1.0,196.0,2994,"(42.3507067, -71.0797297)"
2994,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,116,1,day_type_01,weekday,2018/01/01 15:35:00+00,Montserrat,7,4.0,0.0,46.0,2995,"(42.5625951, -70.8661599)"
2995,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,130,1,day_type_01,weekday,2018/01/01 23:23:00+00,Chelsea,18,1.0,7.0,24.0,2996,"(42.3917638, -71.0328284)"
2996,Spring 2012,CR-Needham,Needham Line,619,0,day_type_01,weekday,2018/01/01 21:08:00+00,Ruggles,3,12.0,0.0,208.0,2997,"(-1, -1)"
2997,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,116,1,day_type_01,weekday,2018/01/01 15:40:00+00,Beverly,13,13.0,0.0,59.0,2998,"(42.5584284, -70.8800491)"
2998,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,116,1,day_type_01,weekday,2018/01/01 15:45:00+00,Salem,14,26.0,5.0,80.0,2999,"(42.5195292, -70.8967226)"
2999,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,116,1,day_type_01,weekday,2018/01/01 15:52:00+00,Swampscott,15,0.0,1.0,79.0,3000,"(42.4699241, -70.9171507)"
3000,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,116,1,day_type_01,weekday,2018/01/01 15:55:00+00,Lynn,16,14.0,3.0,90.0,3001,"(42.466763, -70.9494939)"
3001,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,116,1,day_type_01,weekday,2018/01/01 16:03:00+00,Chelsea,18,3.0,5.0,88.0,3002,"(42.3917638, -71.0328284)"
3004,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,120,1,day_type_01,weekday,2018/01/01 17:08:00+00,Gloucester,2,18.0,1.0,22.0,3005,"(42.6159286, -70.6619888)"
3005,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,120,1,day_type_01,weekday,2018/01/01 17:13:00+00,West Gloucester,3,1.0,0.0,23.0,3006,"(42.6134284, -70.7106011)"
3006,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,120,1,day_type_01,weekday,2018/01/01 17:19:00+00,Manchester,4,2.0,2.0,23.0,3007,"(42.577873, -70.7689354)"
3007,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,120,1,day_type_01,weekday,2018/01/01 17:24:00+00,Beverly Farms,5,2.0,0.0,25.0,3008,"(42.5639842, -70.8106029)"
3008,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,120,1,day_type_01,weekday,2018/01/01 17:30:00+00,Montserrat,7,2.0,2.0,25.0,3009,"(42.5625951, -70.8661599)"
3009,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,120,1,day_type_01,weekday,2018/01/01 17:34:00+00,Beverly,13,10.0,2.0,33.0,3010,"(42.5584284, -70.8800491)"
3010,Spring 2012,CR-Needham,Needham Line,619,0,day_type_01,weekday,2018/01/01 21:13:00+00,Forest Hills,4,1.0,12.0,197.0,3011,"(42.2967648, -71.1119963)"
3011,Spring 2012,CR-Needham,Needham Line,619,0,day_type_01,weekday,2018/01/01 21:16:00+00,Roslindale Village,5,0.0,34.0,163.0,3012,"(-1, -1)"
3012,Spring 2012,CR-Needham,Needham Line,619,0,day_type_01,weekday,2018/01/01 21:19:00+00,Bellevue,6,0.0,16.0,147.0,3013,"(42.2875981, -71.1453304)"
3013,Spring 2012,CR-Needham,Needham Line,619,0,day_type_01,weekday,2018/01/01 21:21:00+00,Highland,7,0.0,33.0,114.0,3014,"(42.2853759, -71.1567196)"
3014,Spring 2012,CR-Needham,Needham Line,619,0,day_type_01,weekday,2018/01/01 21:23:00+00,West Roxbury,8,2.0,34.0,82.0,3015,"(42.2792649, -71.1494972)"
3015,Spring 2012,CR-Needham,Needham Line,619,0,day_type_01,weekday,2018/01/01 21:28:00+00,Hersey,9,0.0,29.0,53.0,3016,"(-1, -1)"
3016,Spring 2012,CR-Needham,Needham Line,619,0,day_type_01,weekday,2018/01/01 21:31:00+00,Needham Junction,10,0.0,25.0,28.0,3017,"(42.27232, -71.2453332)"
3017,Spring 2012,CR-Needham,Needham Line,619,0,day_type_01,weekday,2018/01/01 21:35:00+00,Needham Center,11,0.0,8.0,20.0,3018,"(-1, -1)"
3020,Spring 2012,CR-Needham,Needham Line,621,0,day_type_01,weekday,2018/01/01 21:45:00+00,Back Bay,2,151.0,6.0,395.0,3021,"(42.3507067, -71.0797297)"
3021,Spring 2012,CR-Needham,Needham Line,621,0,day_type_01,weekday,2018/01/01 21:49:00+00,Ruggles,3,57.0,1.0,451.0,3022,"(-1, -1)"
3022,Spring 2012,CR-Needham,Needham Line,621,0,day_type_01,weekday,2018/01/01 21:54:00+00,Forest Hills,4,5.0,20.0,436.0,3023,"(42.2967648, -71.1119963)"
3023,Spring 2012,CR-Needham,Needham Line,621,0,day_type_01,weekday,2018/01/01 21:57:00+00,Roslindale Village,5,0.0,52.0,384.0,3024,"(-1, -1)"
3024,Spring 2012,CR-Needham,Needham Line,621,0,day_type_01,weekday,2018/01/01 22:00:00+00,Bellevue,6,0.0,31.0,353.0,3025,"(42.2875981, -71.1453304)"
3025,Spring 2012,CR-Needham,Needham Line,621,0,day_type_01,weekday,2018/01/01 22:03:00+00,Highland,7,0.0,39.0,314.0,3026,"(42.2853759, -71.1567196)"
3026,Spring 2012,CR-Needham,Needham Line,621,0,day_type_01,weekday,2018/01/01 22:06:00+00,West Roxbury,8,3.0,121.0,196.0,3027,"(42.2792649, -71.1494972)"
3027,Spring 2012,CR-Needham,Needham Line,621,0,day_type_01,weekday,2018/01/01 22:11:00+00,Hersey,9,0.0,82.0,114.0,3028,"(-1, -1)"
3028,Spring 2012,CR-Needham,Needham Line,621,0,day_type_01,weekday,2018/01/01 22:14:00+00,Needham Junction,10,0.0,44.0,70.0,3029,"(42.27232, -71.2453332)"
3029,Spring 2012,CR-Needham,Needham Line,621,0,day_type_01,weekday,2018/01/01 22:18:00+00,Needham Center,11,0.0,26.0,44.0,3030,"(-1, -1)"
3032,Spring 2012,CR-Needham,Needham Line,623,0,day_type_01,weekday,2018/01/01 22:25:00+00,Back Bay,2,206.0,1.0,653.0,3033,"(42.3507067, -71.0797297)"
3033,Spring 2012,CR-Needham,Needham Line,623,0,day_type_01,weekday,2018/01/01 22:29:00+00,Ruggles,3,47.0,2.0,698.0,3034,"(-1, -1)"
3034,Spring 2012,CR-Needham,Needham Line,623,0,day_type_01,weekday,2018/01/01 22:34:00+00,Forest Hills,4,0.0,33.0,665.0,3035,"(42.2967648, -71.1119963)"
3035,Spring 2012,CR-Needham,Needham Line,623,0,day_type_01,weekday,2018/01/01 22:37:00+00,Roslindale Village,5,0.0,102.0,563.0,3036,"(-1, -1)"
3036,Spring 2012,CR-Needham,Needham Line,623,0,day_type_01,weekday,2018/01/01 22:40:00+00,Bellevue,6,0.0,59.0,504.0,3037,"(42.2875981, -71.1453304)"
3037,Spring 2012,CR-Needham,Needham Line,623,0,day_type_01,weekday,2018/01/01 22:43:00+00,Highland,7,0.0,88.0,416.0,3038,"(42.2853759, -71.1567196)"
3038,Spring 2012,CR-Needham,Needham Line,623,0,day_type_01,weekday,2018/01/01 22:49:00+00,West Roxbury,8,3.0,97.0,322.0,3039,"(42.2792649, -71.1494972)"
3039,Spring 2012,CR-Needham,Needham Line,623,0,day_type_01,weekday,2018/01/01 22:54:00+00,Hersey,9,0.0,126.0,196.0,3040,"(-1, -1)"
3040,Spring 2012,CR-Needham,Needham Line,623,0,day_type_01,weekday,2018/01/01 22:58:00+00,Needham Junction,10,0.0,75.0,121.0,3041,"(42.27232, -71.2453332)"
3041,Spring 2012,CR-Needham,Needham Line,623,0,day_type_01,weekday,2018/01/01 23:02:00+00,Needham Center,11,0.0,61.0,60.0,3042,"(-1, -1)"
3044,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,156,1,day_type_01,weekday,2018/01/01 12:10:00+00,Swampscott,15,82.0,3.0,501.0,3045,"(42.4699241, -70.9171507)"
3045,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,156,1,day_type_01,weekday,2018/01/01 12:13:00+00,Lynn,16,31.0,7.0,525.0,3046,"(42.466763, -70.9494939)"
3046,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,156,1,day_type_01,weekday,2018/01/01 12:16:00+00,River Works / GE Employees Only,17,0.0,7.0,518.0,3047,"(-1, -1)"
3047,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,156,1,day_type_01,weekday,2018/01/01 12:24:00+00,Chelsea,18,7.0,11.0,514.0,3048,"(42.3917638, -71.0328284)"
3050,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,158,1,day_type_01,weekday,2018/01/01 12:07:00+00,Rowley,9,25.0,0.0,179.0,3051,"(42.7136977, -70.8818364)"
3051,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,158,1,day_type_01,weekday,2018/01/01 12:12:00+00,Ipswich,10,83.0,2.0,260.0,3052,"(42.679273, -70.8411583)"
3052,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,158,1,day_type_01,weekday,2018/01/01 12:19:00+00,Hamilton/ Wenham,11,31.0,6.0,285.0,3053,"(-1, -1)"
3053,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,158,1,day_type_01,weekday,2018/01/01 12:23:00+00,North Beverly,12,17.0,3.0,299.0,3054,"(42.5806503, -70.8869941)"
3054,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,158,1,day_type_01,weekday,2018/01/01 12:30:00+00,Beverly,13,86.0,31.0,354.0,3055,"(42.5584284, -70.8800491)"
3055,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,158,1,day_type_01,weekday,2018/01/01 12:34:00+00,Salem,14,89.0,7.0,436.0,3056,"(42.5195292, -70.8967226)"
3056,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,158,1,day_type_01,weekday,2018/01/01 12:41:00+00,Swampscott,15,99.0,2.0,533.0,3057,"(42.4699241, -70.9171507)"
3057,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,158,1,day_type_01,weekday,2018/01/01 12:45:00+00,Lynn,16,44.0,27.0,550.0,3058,"(42.466763, -70.9494939)"
3058,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,158,1,day_type_01,weekday,2018/01/01 12:54:00+00,Chelsea,18,3.0,18.0,535.0,3059,"(42.3917638, -71.0328284)"
3061,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,162,1,day_type_01,weekday,2018/01/01 13:02:00+00,Rowley,9,14.0,0.0,113.0,3062,"(42.7136977, -70.8818364)"
3062,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,162,1,day_type_01,weekday,2018/01/01 13:07:00+00,Ipswich,10,56.0,5.0,164.0,3063,"(42.679273, -70.8411583)"
3063,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,162,1,day_type_01,weekday,2018/01/01 13:14:00+00,Hamilton/ Wenham,11,47.0,0.0,211.0,3064,"(-1, -1)"
3064,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,162,1,day_type_01,weekday,2018/01/01 13:18:00+00,North Beverly,12,38.0,3.0,246.0,3065,"(42.5806503, -70.8869941)"
3065,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,162,1,day_type_01,weekday,2018/01/01 13:23:00+00,Beverly,13,75.0,1.0,320.0,3066,"(42.5584284, -70.8800491)"
3066,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,162,1,day_type_01,weekday,2018/01/01 13:27:00+00,Salem,14,61.0,16.0,365.0,3067,"(42.5195292, -70.8967226)"
3067,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,162,1,day_type_01,weekday,2018/01/01 13:34:00+00,Swampscott,15,30.0,1.0,394.0,3068,"(42.4699241, -70.9171507)"
3068,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,162,1,day_type_01,weekday,2018/01/01 13:37:00+00,Lynn,16,8.0,7.0,395.0,3069,"(42.466763, -70.9494939)"
3069,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,162,1,day_type_01,weekday,2018/01/01 13:40:00+00,River Works / GE Employees Only,17,0.0,0.0,395.0,3070,"(-1, -1)"
3070,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,162,1,day_type_01,weekday,2018/01/01 13:48:00+00,Chelsea,18,0.0,0.0,395.0,3071,"(42.3917638, -71.0328284)"
3073,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,164,1,day_type_01,weekday,2018/01/01 14:43:00+00,Rowley,9,4.0,0.0,32.0,3074,"(42.7136977, -70.8818364)"
3074,Spring 2012,CR-Newburyport,Newburyport/Rockport Line,164,1,day_type_01,weekday,2018/01/01 14:48:00+00,Ipswich,10,12.0,0.0,44.0,3075,"(42.679273, -70.8411583)"
